"id","name","lastname","document","number","qualification","creditLine","cardExpiration","cardNumber","cardBrand","cardType","disbursementAmount","disbursementDate","currency","interestRate","hasInsurance","status","product","policyNumber","paymentAmount","paymentFrequency","paymentCurrency","store","province"
"b3b83153-7e5d-4fa3-ac05-f55350ff3c40","Petronia","Andreia","DNI","77116952","APROBADO","80758529","38763360","5048375608626742","55253749","93299417","$9185.59","08/10/2020","PEN","0.12","true","false","PROTECCION_TARJETA_IBK","8760","$91.29","QUINCENAL","USD","Parker Drilling Company","AREQUIPA"
"0aaafeae-751f-452a-bc2f-2a87009a3e5f","Rosmunda","Yearnes","DNI","54795860","APROBADO","95797945","33093144","5108756674947418","72592857","89857199","$10840.07","22/01/2022","PEN","0.37","false","false","SEGURO_TARJETAS_360","4117","$152.63","SEMANAL","PEN","Limelight Networks, Inc.","ICA"
"17628f97-6208-4eca-a4f4-0621b03e7a18","Say","Cadge","CE","76754384","INVESTIGADO","64597583","27818454","5048374692888771","82325797","34948486","$86221.68","16/05/2020","USD","0.12","false","false","PROTECCION_TARJETA_IBK","6271","$327.36","SEMANAL","USD","Mechel PAO","IQUITOS"
"28e28bc0-c010-487c-a7ce-e9b35f4fbe20","Ardelia","Durrance","DNI","17789664","APROBADO","47148116","80659417","5108758404425210","68086441","92004500","$81440.66","19/08/2021","PEN","0.74","true","false","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","3795","$311.86","MENSUAL","USD","Lennox International, Inc.","ICA"
"9ad0832d-6c49-4618-9fce-4b2c48da4901","Violetta","Caldes","DNI","92970344","APROBADO","75965013","98678657","5048374545724561","90247437","68519052","$80273.36","25/06/2022","USD","0.73","true","false","SEGURO_TARJETAS_360","5073","$645.76","PAGO_UNICO","USD","SteadyMed Ltd.","CUZCO"
"b1bc8517-0036-4d8f-b1a6-c414c0a485b0","Hetti","Ernke","DNI","37297874","RECHAZADO","72882355","29133471","5048378680941039","36188294","66126199","$9138.03","02/02/2021","USD","0.6","false","false","PROTECCION_TARJETA_IBK","3224","$566.12","TRIMESTRAL","PEN","FuelCell Energy, Inc.","IQUITOS"
"8bc74d18-9c35-4ad5-99d6-0225f99e91b1","Melessa","Sacks","CE","76004481","APROBADO","10695573","58867579","5048376613446068","60854430","22717028","$2671.72","17/06/2021","PEN","0.7","true","false","SEGURO_TARJETAS_360","8905","$882.35","TRIMESTRAL","USD","Sigma Designs, Inc.","AYACUCHO"
"6f45e4b2-c877-4664-bc6c-b496096e0978","Fernandina","Drinkall","CE","59739634","APROBADO","84762310","57894269","5108756656833313","68848932","32751750","$49185.89","15/11/2022","PEN","0.27","true","true","SEGURO_TARJETAS_360","2152","$619.16","SEMANAL","USD","Daily Journal Corp. (S.C.)","PIURA"
"29709849-c040-481b-a7d0-72b39b40e6b2","Bernie","Hagan","CE","61722774","RECHAZADO","73138209","18280914","5048376872607194","15878353","44498020","$32688.33","26/01/2021","USD","0.73","true","true","PROTECCION_TARJETA_IBK","3753","$365.53","MENSUAL","USD","Enduro Royalty Trust","ICA"
"5e773a3f-44e4-45f6-8a45-bc60e5df590f","Leighton","Leadbeatter","DNI","88829898","RECHAZADO","59245958","20525597","5108752780809089","57238925","83915176","$26903.76","30/09/2020","USD","0.55","false","true","PROTECCION_TARJETA_IBK","4455","$447.94","QUINCENAL","USD","Schlumberger N.V.","IQUITOS"
"4454d212-3d34-4842-b72f-aa55e7478ca9","Dulsea","Largent","CE","53094165","RECHAZADO","98539769","45163283","5048373013275023","38619304","85022924","$99254.76","18/12/2021","USD","0.41","false","false","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","6146","$782.73","ANUAL","PEN","iShares MSCI EAFE Small-Cap ETF","CUZCO"
"3cc95a54-b552-497d-95eb-de76ca2efff0","Ulric","Gatlin","CE","24464003","APROBADO","86259703","14235444","5048379445340954","17255535","78508168","$77281.11","10/01/2020","PEN","0.49","true","true","SEGURO_TARJETAS_360","4919","$763.93","QUINCENAL","PEN","First Trust Large Cap Core AlphaDEX Fund","AREQUIPA"
"db87fd84-8c59-447f-a157-d92b73dfa169","Hilary","Hartropp","CE","34102115","RECHAZADO","49808050","50291285","5048372408362040","71260431","72130455","$60642.29","20/02/2021","PEN","0.31","true","false","SEGURO_TARJETAS_360","3845","$686.07","ANUAL","PEN","Century Casinos, Inc.","TUMBES"
"d790f135-a91b-400e-9939-c42ed5e60934","Martin","Michelet","CE","31980128","RECHAZADO","90309378","76454465","5048378648463399","67271666","53894059","$71010.34","13/04/2020","PEN","0.14","true","false","PROTECCION_TARJETA_IBK","1832","$489.74","TRIMESTRAL","USD","Ballard Power Systems, Inc.","CUZCO"
"75e3d11e-cc71-4c3e-b0ed-6efc5d96930e","Clementine","Fawthrop","CE","64126663","APROBADO","65175136","40744355","5048379804507631","58555302","86126846","$81767.14","14/02/2020","USD","0.66","false","true","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","5738","$822.99","PAGO_UNICO","PEN","MaxPoint Interactive, Inc.","AYACUCHO"
"dc3eed00-e476-40cc-9468-136112b4c181","Scotti","Wrack","DNI","88588477","INVESTIGADO","92139929","74440436","5048375587240341","30919405","34066390","$49272.23","27/07/2020","PEN","0.33","false","true","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","2610","$579.69","QUINCENAL","PEN","Nuveen High Income 2020 Target Term Fund","CUZCO"
"9b677919-f3b9-4038-be68-9c9dbbcc7810","Quint","Vedishchev","DNI","84042448","INVESTIGADO","58688420","82313227","5048370919856492","36321067","18846628","$49658.39","23/05/2021","USD","0.58","true","true","SEGURO_TARJETAS_360","2167","$854.64","MENSUAL","PEN","Nuveen California Municipal Value Fund, Inc.","ICA"
"4be7b784-56e6-4548-ad9d-115326a10199","Milton","Woffinden","DNI","37177985","INVESTIGADO","46543556","40789468","5048373691310647","90827440","58485599","$2712.02","08/09/2022","USD","0.77","true","true","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","1505","$345.82","ANUAL","USD","LivaNova PLC","CUZCO"
"21a1129b-a05f-433a-b4d4-be185be87b9b","Dominique","Spelwood","CE","12698863","INVESTIGADO","38737563","65932287","5108751077335659","50478540","84895892","$31223.66","31/07/2022","USD","0.11","false","false","PROTECCION_TARJETA_IBK","1688","$104.79","SEMANAL","PEN","Ingles Markets, Incorporated","IQUITOS"
"57cc134d-ee35-4e95-bf68-0fde766fc2a9","Lyon","Helin","CE","77934152","RECHAZADO","51008154","16460847","5048371660751627","25934409","58619455","$92509.95","01/12/2022","PEN","0.34","true","false","PROTECCION_TARJETA_IBK","4472","$215.76","TRIMESTRAL","USD","Government Properties Income Trust","LIMA"
"40ea1871-f910-4ccf-8472-937661d6d4bc","Karmen","Boothroyd","CE","27776150","APROBADO","61271366","17423668","5108755241350510","23920868","34814763","$29662.56","23/05/2020","USD","0.17","false","false","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","5034","$581.34","SEMANAL","PEN","Exelon Corporation","UCAYALI"
"3c2b045b-04ef-42a7-899c-bbf2101c3508","Siouxie","Philipsohn","DNI","42970652","RECHAZADO","26990897","47109396","5048375312952244","60761845","19769019","$35508.30","14/07/2020","PEN","0.57","false","true","SEGURO_TARJETAS_360","3272","$326.44","PAGO_UNICO","USD","iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF","PUNO"
"e51983e7-0ff0-458c-8135-2a49f6105234","Willette","Baudinet","CE","63618812","INVESTIGADO","98534235","99371595","5048370508055530","76550646","43807704","$53772.99","14/09/2022","USD","0.63","true","true","SEGURO_TARJETAS_360","2267","$153.19","SEMANAL","PEN","Thai Fund, Inc. (The)","PUNO"
"44b029a0-2526-42af-b8f2-762f0876200b","Alyse","Elderkin","CE","69564488","APROBADO","89485957","73209251","5048379151462992","60803748","29758967","$15349.63","12/07/2023","PEN","0.69","true","true","PROTECCION_TARJETA_IBK","1599","$277.83","SEMANAL","USD","The Organics ETF","AYACUCHO"
"8d938258-62d2-4c24-9111-8f40786a3f8d","Devland","Staneland","CE","65161693","INVESTIGADO","19736046","98559268","5108753707414771","71784210","86258494","$45733.95","28/04/2021","PEN","0.37","false","true","PROTECCION_TARJETA_IBK","8798","$726.03","ANUAL","PEN","Ladder Capital Corp","AYACUCHO"
"167bc870-d3e7-42ac-8364-4683dfc1a13a","Crichton","Battersby","CE","34320287","INVESTIGADO","76092111","46823709","5048371045506613","31018556","90087881","$14939.32","03/07/2021","PEN","0.32","true","true","PROTECCION_TARJETA_IBK","3555","$428.78","ANUAL","USD","Melco Resorts & Entertainment Limited","PIURA"
"80197fe6-4900-4000-be09-cdcdc8e4b101","Horten","Wheelband","DNI","51496544","RECHAZADO","97945160","89568455","5048370542664552","45713423","77499644","$87013.23","25/05/2023","PEN","0.34","false","false","SEGURO_TARJETAS_360","6243","$397.19","ANUAL","USD","Cincinnati Bell Inc","TUMBES"
"e33a7a95-f2b1-4553-8b6d-072c2ca4a636","Antoni","Grzelewski","DNI","97935735","INVESTIGADO","63601975","74318385","5108751265359016","83418696","78061333","$6212.47","18/02/2022","USD","0.74","false","true","PROTECCION_TARJETA_IBK","8367","$332.46","MENSUAL","USD","Flotek Industries, Inc.","TUMBES"
"23a8ca2b-db7a-43af-ba4f-a7a2d470195f","Rosina","McCrachen","DNI","22996191","RECHAZADO","60716156","57010475","5108755935238237","34288274","16248895","$65928.61","27/04/2021","USD","0.34","false","false","SEGURO_TARJETAS_360","1647","$471.00","PAGO_UNICO","PEN","Payment Data Systems, Inc.","LIMA"
"fd951e94-46a7-49ad-a42f-c295883fb6ef","Sara-ann","Boswood","DNI","26565513","RECHAZADO","29737319","59716995","5048374317343954","37125662","30323064","$20758.77","27/10/2020","USD","0.21","true","false","SEGURO_TARJETAS_360","7235","$655.62","PAGO_UNICO","USD","Global Medical REIT Inc.","CUZCO"
"1446835d-6223-4aa2-a728-7db98a9caa1c","Jimmy","Aire","DNI","98150474","APROBADO","43161508","29498128","5048372090400041","85338667","46816064","$53194.49","02/02/2020","PEN","0.46","false","true","PROTECCION_TARJETA_IBK","2530","$300.24","QUINCENAL","PEN","Synthetic Fixed-Income Securities, Inc.","AREQUIPA"
"44fe1442-b538-4a4a-ae88-8250b2b6494b","Coralyn","Hanstock","CE","85657776","APROBADO","67531937","70702864","5048377786733456","41079451","37616515","$31618.32","19/03/2022","PEN","0.81","false","true","PROTECCION_TARJETA_IBK","6801","$528.56","PAGO_UNICO","PEN","Valley National Bancorp","AREQUIPA"
"b129397f-5347-408b-8638-f1bd3930ebfe","Mollie","Ayree","CE","27191584","RECHAZADO","41856276","99164377","5108755784884644","12912803","18736181","$27926.86","07/07/2021","USD","0.54","false","true","SEGURO_TARJETAS_360","2735","$948.18","QUINCENAL","PEN","General Finance Corporation","AREQUIPA"
"059578fe-3f34-49a7-8c43-532e81c466a7","Tilly","Champagne","CE","81187504","INVESTIGADO","99120393","35784703","5048371675208167","49843454","69047694","$50412.59","12/07/2022","USD","0.73","true","false","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","3839","$338.22","MENSUAL","PEN","Wabash National Corporation","UCAYALI"
"2f4d4149-d056-4db4-a91e-5c4576562448","Merna","Broadhead","DNI","44020860","INVESTIGADO","63834397","73789262","5108758954547678","78565259","93545122","$8953.02","18/05/2022","PEN","0.12","true","false","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","6399","$314.07","TRIMESTRAL","USD","iFresh Inc.","UCAYALI"
"b8facf43-7416-487d-b968-3d7834a53328","Osmond","Jackson","DNI","50707040","APROBADO","62366486","61013985","5108756439369908","88074162","10038257","$37746.78","09/02/2020","PEN","0.34","false","true","PROTECCION_TARJETA_IBK","2439","$725.86","PAGO_UNICO","PEN","AquaBounty Technologies, Inc.","PUNO"
"16ccb2e7-2c8f-48a1-9153-637f3aab560e","Lin","Duffil","CE","19083550","APROBADO","91906321","62537110","5108755904385423","41384010","87913662","$54271.30","06/12/2021","PEN","0.17","false","false","SEGURO_TARJETAS_360","1478","$700.59","MENSUAL","PEN","Cenveo Inc","AREQUIPA"
"e62026a1-401d-42be-b532-644ac2e42eb4","Hewet","Winscum","DNI","47821357","RECHAZADO","97119263","63086135","5108757419043349","76877328","84091920","$76529.48","14/04/2023","USD","0.18","true","false","PROTECCION_TARJETA_IBK","7623","$204.73","TRIMESTRAL","PEN","Kayne Anderson Midstream Energy Fund, Inc","ICA"
"7cf3532f-b8d7-45f0-b564-089d43796ade","Bronny","Van der Hoeven","CE","15895747","INVESTIGADO","75294141","12249312","5108754675399689","99185830","58298837","$71420.54","12/04/2022","USD","0.12","false","false","SEGURO_TARJETAS_360","6600","$216.92","TRIMESTRAL","PEN","New York Community Bancorp, Inc.","PIURA"
"1f77f20a-d2e1-4e44-84ce-de2d9b455742","Tomi","Baison","CE","75950104","RECHAZADO","80199382","86587893","5108751521559714","91297575","66159527","$44494.49","11/01/2020","USD","0.28","true","false","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","9759","$861.05","PAGO_UNICO","PEN","MSC Industrial Direct Company, Inc.","AREQUIPA"
"b05292a3-0cb0-4a5b-a674-62b3d8761d50","Melli","Artis","DNI","98795813","APROBADO","45648876","38946023","5108752012076291","60130491","65270405","$96050.37","16/07/2021","USD","0.67","true","true","PROTECCION_TARJETA_IBK","2151","$99.26","MENSUAL","PEN","Impinj, Inc.","LIMA"
"7f243c46-6872-4aee-a847-5da632250163","Jan","Millington","DNI","58208499","APROBADO","93895933","28380609","5048378654467375","20290001","57763102","$90105.16","31/08/2021","USD","0.59","false","false","PROTECCION_TARJETA_IBK","2994","$875.39","QUINCENAL","USD","Meredith Corporation","AYACUCHO"
"a44949b0-1d97-4feb-bf1c-e441e21eebb6","Wilbur","Laurens","CE","57058755","RECHAZADO","25392549","50645942","5048376466512719","64280709","62971024","$48550.29","06/09/2021","PEN","0.38","false","true","PROTECCION_TARJETA_IBK","4259","$556.57","PAGO_UNICO","USD","Alliance California Municipal Income Fund Inc","IQUITOS"
"dc08d879-e908-4316-b6d5-b2421a2cc8b1","Marielle","Spirritt","CE","90598343","INVESTIGADO","36584665","67809703","5048375269930128","92976874","73331994","$30715.85","26/11/2022","USD","0.6","false","true","PROTECCION_TARJETA_IBK","1794","$637.35","TRIMESTRAL","PEN","Deutsch Bk Contingent Cap Tr V","UCAYALI"
"33930b36-fd84-4746-a88e-2e1e42f0163c","Zelma","Rarity","CE","21892122","APROBADO","74683896","69629718","5108756709731910","64806972","30642108","$80807.23","21/07/2020","PEN","0.39","true","true","PROTECCION_TARJETA_IBK","6084","$105.77","PAGO_UNICO","USD","P & F Industries, Inc.","PUNO"
"21ffaf11-e292-456e-9184-5aa43b013c3b","Llywellyn","Tuite","DNI","84993666","INVESTIGADO","16065225","14397887","5048374529975965","58161101","20735656","$16200.86","01/02/2023","USD","0.83","false","false","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","4709","$433.80","PAGO_UNICO","USD","Central Federal Corporation","ICA"
"7ef25d26-5c0e-47e7-873c-6f454e02ee76","Clair","Barwell","DNI","82570128","INVESTIGADO","45178349","98157898","5108755869488832","26562400","99274498","$1081.45","08/12/2021","USD","0.55","true","true","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","5250","$958.03","MENSUAL","USD","Blue Hills Bancorp, Inc.","TUMBES"
"b30e6640-2685-4473-9c23-518241e60159","Wait","Prahl","DNI","63687357","RECHAZADO","32722058","82618325","5048377598624638","33701705","31828125","$34332.51","27/07/2020","USD","0.58","false","false","SEGURO_TARJETAS_360","8171","$470.37","SEMANAL","USD","HealthEquity, Inc.","CUZCO"
"789a78b6-e735-4814-b45d-43c37663e021","Winfred","Cleveley","CE","66959657","APROBADO","61978082","15428323","5108758137945138","65749970","45263678","$70719.47","22/08/2021","USD","0.62","false","true","PROTECCION_TARJETA_IBK","3908","$536.58","MENSUAL","PEN","Mitel Networks Corporation","PIURA"
"0600fdb6-3876-4432-aed0-b77e3405afe2","Dilly","Tiesman","CE","98148310","APROBADO","11921002","93689024","5048371626142002","87895971","63147646","$50749.97","08/08/2021","USD","0.49","false","false","SEGURO_TARJETAS_360","8003","$501.31","QUINCENAL","PEN","Home Bancorp, Inc.","LIMA"
"076d65d7-5777-4402-8a03-ab8ec2b6e9b7","Rivkah","Meehan","DNI","61788106","APROBADO","71351948","57471036","5108751071328460","37812934","35086394","$42509.59","30/09/2021","USD","0.49","false","false","SEGURO_TARJETAS_360","4094","$342.05","ANUAL","USD","Blackrock New York Municipal Bond Trust","LIMA"
"04de5bec-ab96-49c9-8626-620f68e77525","Hebert","Poveleye","CE","94214436","RECHAZADO","26530995","41502492","5108753423304140","56015241","54969317","$70366.37","04/08/2020","PEN","0.15","true","false","SEGURO_TARJETAS_360","2879","$864.56","QUINCENAL","PEN","Fonar Corporation","IQUITOS"
"8d43facc-80ea-4100-8354-3754a6f91e17","Levey","Duckinfield","CE","68512806","RECHAZADO","49382375","20356892","5108752634891408","82265208","33770112","$65153.64","30/03/2021","PEN","0.52","false","false","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","1640","$527.73","PAGO_UNICO","PEN","ABB Ltd","UCAYALI"
"150aee37-1f1c-468e-a1ff-909c37027401","Bobbye","Chivers","DNI","54141056","INVESTIGADO","35920787","82008647","5108750912187630","60846440","81363798","$60550.14","24/10/2020","PEN","0.35","true","true","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","6646","$488.97","SEMANAL","USD","Westport Fuel Systems Inc","ICA"
"1e7de224-652c-4d61-81ec-00f3515f66fc","Mimi","Elward","DNI","45095514","RECHAZADO","70881150","74644238","5108759112650503","85280463","42545092","$53933.65","16/04/2023","PEN","0.67","false","false","SEGURO_TARJETAS_360","9242","$520.83","SEMANAL","PEN","Sociedad Quimica y Minera S.A.","PUNO"
"aeef3ef2-8dfd-45d5-ad12-f6d60bb508f0","Sheila","Archambault","DNI","72256653","RECHAZADO","51912231","95169757","5108752435064049","46485682","11899860","$67940.91","25/07/2022","PEN","0.84","false","true","SEGURO_TARJETAS_360","9193","$685.85","TRIMESTRAL","USD","Noble Midstream Partners LP","AREQUIPA"
"42a83615-3841-4735-860c-8ab105f52b3e","Rubina","May","CE","89795831","APROBADO","99752913","15908285","5048373333212565","94623954","87417072","$28761.80","24/07/2021","USD","0.71","true","false","SEGURO_TARJETAS_360","1692","$184.35","ANUAL","USD","Genco Shipping & Trading Limited Warrants Expiring 12/31/2021 ","ICA"
"e8911b99-d05f-4f50-a4a5-6eaea2fe21d0","Paquito","Galer","CE","30013398","RECHAZADO","32885281","33243660","5048372812032130","37528314","16974994","$88768.03","23/05/2022","USD","0.42","true","false","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","3998","$72.01","TRIMESTRAL","USD","B. Riley Financial, Inc.","TUMBES"
"b416493e-4cdd-48b0-a78c-5948880fdb4d","Nadia","Dimic","CE","44769407","INVESTIGADO","30141856","63957270","5108751090436948","30201080","26618475","$68487.92","08/08/2022","PEN","0.73","false","true","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","5039","$454.52","QUINCENAL","PEN","Alon USA Partners, LP","CUZCO"
"53966d34-ced6-488c-9ad4-d870283a33cf","Morgana","Strafford","CE","68057659","RECHAZADO","44724695","57104633","5048371590927131","63462266","47210508","$81916.98","26/01/2020","USD","0.25","false","true","SEGURO_TARJETAS_360","9930","$462.65","PAGO_UNICO","USD","OneBeacon Insurance Group, Ltd.","ICA"
"c9dcaaa0-705d-4433-9187-04fdfc805727","Ethelin","Anthonsen","DNI","74810020","RECHAZADO","14619831","31887948","5048373788551798","77939207","18567155","$83826.24","22/05/2023","USD","0.59","false","true","SEGURO_TARJETAS_360","9549","$870.31","ANUAL","PEN","Brocade Communications Systems, Inc.","CUZCO"
"6d2c1678-1e7e-4445-82f8-b0f114860292","Emmey","Writtle","CE","29093698","RECHAZADO","11417915","25920614","5108755583829360","97504899","25442438","$30807.09","04/11/2021","PEN","0.84","false","true","SEGURO_PROTECCION_BLINDAJE_PLUS_TARJETAS","2135","$767.03","QUINCENAL","PEN","Cintas Corporation","IQUITOS"
"d2279e80-fa2d-4a8d-a109-290e34d278c1","Toby","Jevons","DNI","57253134","APROBADO","23102628","93858326","5108756408137781","16505030","11292521","$48233.37","25/02/2023","PEN","0.8","false","true","PROTECCION_TARJETA_IBK","2984","$82.14","ANUAL","PEN","Voya Global Equity Dividend and Premium Opportunity Fund","AYACUCHO"
"0fe19a00-8014-4008-9fef-d8483e3eabd5","Aundrea","MacTurlough","CE","20027930","RECHAZADO","74651055","49966678","5048374071275756","24394660","83299567","$91636.09","09/12/2021","PEN","0.61","false","false","SEGURO_TARJETAS_360","9371","$711.93","SEMANAL","PEN","GlaxoSmithKline PLC","CUZCO"
"5e915029-6bc2-40a3-94c8-bbb896f8b3e7","Tate","Fullagar","DNI","74555641","INVESTIGADO","95210306","12823549","5048379479736119","53222522","32098114","$33299.54","16/04/2021","PEN","0.14","false","false","SEGURO_TARJETAS_360","1452","$488.20","ANUAL","USD","BroadSoft, Inc.","LIMA"
"05fc2649-9690-4097-b1bc-9937b29b23e5","Sissy","Redferne","CE","41864463","INVESTIGADO","31602582","54880127","5048374032468441","98548553","36262767","$14799.38","08/01/2020","USD","0.14","false","true","SEGURO_TARJETAS_360","3733","$776.33","PAGO_UNICO","PEN","RLJ Lodging Trust","AREQUIPA"
"2f62e553-9f08-4168-8be4-830b72d1b35b","Anet","McReath","DNI","84617405","RECHAZADO","39263375","35515611","5048375907075682","42991136","82920404","$88917.90","20/06/2022","USD","0.56","false","true","PROTECCION_TARJETA_IBK","5554","$807.01","QUINCENAL","USD","Revolution Lighting Technologies, Inc.","UCAYALI"
